timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1687219425467,775,https://www.blazedemo.com/reserve.php-0,200,OK,Teste de Pico 1-12,text,true,,7389,722,250,250,https://www.blazedemo.com/reserve.php,754,0,137
1687219426242,79,https://www.blazedemo.com/reserve.php-1,200,OK,Teste de Pico 1-12,text,true,,83982,693,250,250,http://ajax.googleapis.com/ajax/libs/jquery/2.0.0/jquery.min.js,38,0,12
1687219426242,647,https://www.blazedemo.com/reserve.php-2,200,OK,Teste de Pico 1-12,text,true,,28981,678,250,250,https://www.blazedemo.com/assets/bootstrap.min.js,534,0,0
1687219426242,577,https://www.blazedemo.com/reserve.php-3,200,OK,Teste de Pico 1-12,text,true,,39488,680,250,250,https://www.blazedemo.com/assets/bootstrap-table.js,413,0,193
1687219426242,1092,https://www.blazedemo.com/reserve.php-4,200,OK,Teste de Pico 1-12,text,true,,126767,679,250,250,https://www.blazedemo.com/assets/bootstrap.min.css,749,0,303
1687219426242,833,https://www.blazedemo.com/reserve.php-5,200,OK,Teste de Pico 1-12,text,true,,4067,681,250,250,https://www.blazedemo.com/assets/bootstrap-table.css,824,0,192
1687219425443,1960,https://www.blazedemo.com/reserve.php,200,OK,Teste de Pico 1-6,text,true,,290674,4133,250,250,https://www.blazedemo.com/reserve.php,561,0,138
1687219425443,582,https://www.blazedemo.com/reserve.php-0,200,OK,Teste de Pico 1-6,text,true,,7389,722,250,250,https://www.blazedemo.com/reserve.php,561,0,138
1687219426026,54,https://www.blazedemo.com/reserve.php-1,200,OK,Teste de Pico 1-6,text,true,,83982,693,250,250,http://ajax.googleapis.com/ajax/libs/jquery/2.0.0/jquery.min.js,26,0,12
1687219426026,463,https://www.blazedemo.com/reserve.php-2,200,OK,Teste de Pico 1-6,text,true,,28981,678,250,250,https://www.blazedemo.com/assets/bootstrap.min.js,349,0,0
1687219426026,941,https://www.blazedemo.com/reserve.php-3,200,OK,Teste de Pico 1-6,text,true,,39488,680,250,250,https://www.blazedemo.com/assets/bootstrap-table.js,777,0,148
1687219426026,1377,https://www.blazedemo.com/reserve.php-4,200,OK,Teste de Pico 1-6,text,true,,126767,679,250,250,https://www.blazedemo.com/assets/bootstrap.min.css,1025,0,143
1687219426026,780,https://www.blazedemo.com/reserve.php-5,200,OK,Teste de Pico 1-6,text,true,,4067,681,250,250,https://www.blazedemo.com/assets/bootstrap-table.css,772,0,143
1687219425586,1821,https://www.blazedemo.com/reserve.php,200,OK,Teste de Pico 1-42,text,true,,290674,4133,250,250,https://www.blazedemo.com/reserve.php,472,0,136
1687219425586,492,https://www.blazedemo.com/reserve.php-0,200,OK,Teste de Pico 1-42,text,true,,7389,722,250,250,https://www.blazedemo.com/reserve.php,472,0,136
1687219426078,50,https://www.blazedemo.com/reserve.php-1,200,OK,Teste de Pico 1-42,text,true,,83982,693,250,250,http://ajax.googleapis.com/ajax/libs/jquery/2.0.0/jquery.min.js,25,0,10
1687219426078,445,https://www.blazedemo.com/reserve.php-2,200,OK,Teste de Pico 1-42,text,true,,28981,678,250,250,https://www.blazedemo.com/assets/bootstrap.min.js,362,0,0
1687219426078,490,https://www.blazedemo.com/reserve.php-3,200,OK,Teste de Pico 1-42,text,true,,39488,680,250,250,https://www.blazedemo.com/assets/bootstrap-table.js,326,0,141
1687219426078,1329,https://www.blazedemo.com/reserve.php-4,200,OK,Teste de Pico 1-42,text,true,,126767,679,250,250,https://www.blazedemo.com/assets/bootstrap.min.css,978,0,141
1687219426078,994,https://www.blazedemo.com/reserve.php-5,200,OK,Teste de Pico 1-42,text,true,,4067,681,250,250,https://www.blazedemo.com/assets/bootstrap-table.css,986,0,141
1687219425654,2004,https://www.blazedemo.com/reserve.php,200,OK,Teste de Pico 1-59,text,false,"The operation lasted too long: It took 2,004 milliseconds, but should not have lasted longer than 2,000 milliseconds.",290674,4133,250,250,https://www.blazedemo.com/reserve.php,809,0,140
1687219425654,829,https://www.blazedemo.com/reserve.php-0,200,OK,Teste de Pico 1-59,text,true,,7389,722,250,250,https://www.blazedemo.com/reserve.php,809,0,140
1687219426483,595,https://www.blazedemo.com/reserve.php-1,200,OK,Teste de Pico 1-59,text,true,,83982,693,250,250,http://ajax.googleapis.com/ajax/libs/jquery/2.0.0/jquery.min.js,404,0,30
1687219426483,268,https://www.blazedemo.com/reserve.php-2,200,OK,Teste de Pico 1-59,text,true,,28981,678,250,250,https://www.blazedemo.com/assets/bootstrap.min.js,155,0,0
1687219426483,1163,https://www.blazedemo.com/reserve.php-3,200,OK,Teste de Pico 1-59,text,true,,39488,680,250,250,https://www.blazedemo.com/assets/bootstrap-table.js,1012,0,488
1687219426483,976,https://www.blazedemo.com/reserve.php-4,200,OK,Teste de Pico 1-59,text,true,,126767,679,250,250,https://www.blazedemo.com/assets/bootstrap.min.css,647,0,475
1687219426483,1175,https://www.blazedemo.com/reserve.php-5,200,OK,Teste de Pico 1-59,text,true,,4067,681,250,250,https://www.blazedemo.com/assets/bootstrap-table.css,1173,0,479
1687219425600,2081,https://www.blazedemo.com/reserve.php,200,OK,Teste de Pico 1-45,text,false,"The operation lasted too long: It took 2,081 milliseconds, but should not have lasted longer than 2,000 milliseconds.",290674,4133,250,250,https://www.blazedemo.com/reserve.php,877,0,149
1687219425600,895,https://www.blazedemo.com/reserve.php-0,200,OK,Teste de Pico 1-45,text,true,,7389,722,250,250,https://www.blazedemo.com/reserve.php,877,0,149
1687219426495,579,https://www.blazedemo.com/reserve.php-1,200,OK,Teste de Pico 1-45,text,true,,83982,693,250,250,http://ajax.googleapis.com/ajax/libs/jquery/2.0.0/jquery.min.js,381,0,19
1687219426495,254,https://www.blazedemo.com/reserve.php-2,200,OK,Teste de Pico 1-45,text,true,,28981,678,250,250,https://www.blazedemo.com/assets/bootstrap.min.js,170,0,0
1687219426495,809,https://www.blazedemo.com/reserve.php-3,200,OK,Teste de Pico 1-45,text,true,,39488,680,250,250,https://www.blazedemo.com/assets/bootstrap-table.js,636,0,461
1687219426495,1186,https://www.blazedemo.com/reserve.php-4,200,OK,Teste de Pico 1-45,text,true,,126767,679,250,250,https://www.blazedemo.com/assets/bootstrap.min.css,998,0,469
1687219426495,1054,https://www.blazedemo.com/reserve.php-5,200,OK,Teste de Pico 1-45,text,true,,4067,681,250,250,https://www.blazedemo.com/assets/bootstrap-table.css,1052,0,465
1687219425724,1976,https://www.blazedemo.com/reserve.php,200,OK,Teste de Pico 1-76,text,true,,290674,4133,250,250,https://www.blazedemo.com/reserve.php,764,0,134
1687219425724,781,https://www.blazedemo.com/reserve.php-0,200,OK,Teste de Pico 1-76,text,true,,7389,722,250,250,https://www.blazedemo.com/reserve.php,764,0,134
1687219426505,625,https://www.blazedemo.com/reserve.php-1,200,OK,Teste de Pico 1-76,text,true,,83982,693,250,250,http://ajax.googleapis.com/ajax/libs/jquery/2.0.0/jquery.min.js,497,0,333
1687219426505,233,https://www.blazedemo.com/reserve.php-2,200,OK,Teste de Pico 1-76,text,true,,28981,678,250,250,https://www.blazedemo.com/assets/bootstrap.min.js,154,0,0
1687219426505,1002,https://www.blazedemo.com/reserve.php-3,200,OK,Teste de Pico 1-76,text,true,,39488,680,250,250,https://www.blazedemo.com/assets/bootstrap-table.js,845,0,648
1687219426505,1195,https://www.blazedemo.com/reserve.php-4,200,OK,Teste de Pico 1-76,text,true,,126767,679,250,250,https://www.blazedemo.com/assets/bootstrap.min.css,845,0,649
1687219426505,849,https://www.blazedemo.com/reserve.php-5,200,OK,Teste de Pico 1-76,text,true,,4067,681,250,250,https://www.blazedemo.com/assets/bootstrap-table.css,840,0,648
1687219425835,1993,https://www.blazedemo.com/reserve.php,200,OK,Teste de Pico 1-104,text,true,,290674,4133,250,250,https://www.blazedemo.com/reserve.php,599,0,133
1687219425835,619,https://www.blazedemo.com/reserve.php-0,200,OK,Teste de Pico 1-104,text,true,,7389,722,250,250,https://www.blazedemo.com/reserve.php,599,0,133
1687219426454,1228,https://www.blazedemo.com/reserve.php-1,200,OK,Teste de Pico 1-104,text,true,,83982,693,250,250,http://ajax.googleapis.com/ajax/libs/jquery/2.0.0/jquery.min.js,1136,0,60
1687219426455,479,https://www.blazedemo.com/reserve.php-2,200,OK,Teste de Pico 1-104,text,true,,28981,678,250,250,https://www.blazedemo.com/assets/bootstrap.min.js,366,0,0
1687219426455,1067,https://www.blazedemo.com/reserve.php-3,200,OK,Teste de Pico 1-104,text,true,,39488,680,250,250,https://www.blazedemo.com/assets/bootstrap-table.js,1038,0,510
1687219426455,1007,https://www.blazedemo.com/reserve.php-4,200,OK,Teste de Pico 1-104,text,true,,126767,679,250,250,https://www.blazedemo.com/assets/bootstrap.min.css,660,0,484
